,MARYLAND,SOUTHERN EASTERN,SHORE              01,ASSATEAGUE               ,PRINCESS ANNE            ,SALISBURY                ,SALISBURY POLICE BRKS    ,SALISBURY FAA AP         ,SNOW HILL 4 N            ,--DIVISIONAL DATA------->,CENTRAL EASTERN,SHORE              02,ROYAL OAK 2 SSW          ,VIENNA                   ,--DIVISIONAL DATA------->,LOWER SOUTHERN     03,MECHANICSVILLE 5 NE      ,SOLOMONS                 ,--DIVISIONAL DATA------->,UPPER SOUTHERN     04,ANNAPOLIS POLICE BRKS    ,BALTIMORE WASH INTL AP  R,BELTSVILLE               ,DALECARLIA RESERVOIR     ,GLENN DALE BELL STN      ,MD SCI CTR BALTIMORE    R,NATIONAL ARBORETUM DC    ,OXON HILL                ,UPPER MARLBORO 3 NNW     ,--DIVISIONAL DATA------->,NORTHERN EASTERN,SHORE              05,CHESTERTOWN              ,--DIVISIONAL DATA------->,NORTHERN CENTRAL   06,ABERDEEN PHILLIPS FLD    ,CATOCTIN MOUNTAIN PARK   ,CONOWINGO DAM            ,CYLBURN                  ,DAMASCUS 3 SSW           ,EMMITSBURG 2 SE          ,FREDERICK 2 NNE,MILLERS 4 NE             ,PORT DEPOSIT 2 NE        ,ROCKVILLE 1 NE           ,SMITHSBURG 2NW           ,--DIVISIONAL DATA------->,APPALACHIAN,MOUNTAIN           07,CUMBERLAND 2             ,CUMBERLAND POLICE BRK    ,FROSTBURG 2              ,HAGERSTOWN POLICE BRK    ,SHARPSBURG 5 S           ,WILLIAMSPORT             ,--DIVISIONAL DATA------->,ALLEGHENY PLATEAU  08,OAKLAND 1 SE             ,SAVAGE RIVER DAM         ,--DIVISIONAL DATA------->,DELAWARE,NORTHERN           01,BEAR 2 SW                ,NEWARK UNIV FARM         ,WILMINGTON NEW CASTLE   R,WILMINGTON PORTER RSVR   ,--DIVISIONAL DATA------->,SOUTHERN           02,DOVER                    ,GREENWOOD 2NE            ,LEWES                    ,SMYRNA 1 W               ,--DIVISIONAL DATA------->
Jun_Depart_11,3.0,3.5,3.0,3.5,4.0,-4.0,3.5,3.5,1.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,3.5,3.5,2.0,1.0,1.0,1.0,2.0,2.0,3.5,2.0,2.0,1.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.5,1.0,1.0,1.0,-0.0,3.0,3.5,69.0,3.5,3.5,3.5,3.5,,,,,,,,,,,,,
Jul_Temp_11,79.0,77.07692307692308,80.0,77.07692307692308,81.0,73.0,81.0,81.0,78.0,82.0,80.0,81.0,80.0,81.0,87.0,77.07692307692308,81.0,83.0,80.0,82.0,77.07692307692308,77.07692307692308,80.0,77.07692307692308,79.0,78.0,77.0,78.0,77.07692307692308,78.0,0.0,79.0,78.0,77.07692307692308,77.07692307692308,77.07692307692308,77.07692307692308,77.07692307692308,77.07692307692308,77.07692307692308,77.07692307692308,80.0,73.0,77.0,78.0,77.0,71.0,73.0,77.07692307692308,79.0,80.0,80.0,77.0,82.0,77.07692307692308,82.0,77.07692307692308,77.07692307692308,77.07692307692308,77.07692307692308,,,,,,,,,,,,,
Jul_Depart_11,2.0,4.743589743589744,3.0,4.743589743589744,4.0,-3.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,6.0,4.743589743589744,2.0,3.0,3.0,5.0,4.743589743589744,4.743589743589744,3.0,4.743589743589744,1.0,4.0,2.0,3.0,4.743589743589744,4.0,2.0,3.0,3.0,4.743589743589744,4.743589743589744,4.743589743589744,4.743589743589744,4.743589743589744,4.743589743589744,4.743589743589744,4.743589743589744,6.0,4.0,3.0,3.0,4.0,2.0,3.0,4.743589743589744,3.0,4.0,4.0,0.0,4.0,4.743589743589744,74.0,4.743589743589744,4.743589743589744,4.743589743589744,4.743589743589744,,,,,,,,,,,,,
Aug_Temp_11,78.0,76.0,77.0,74.29268292682927,76.0,70.0,74.29268292682927,74.29268292682927,73.0,78.0,76.0,75.0,76.0,77.0,80.0,76.0,77.0,79.0,76.0,77.0,74.29268292682927,74.29268292682927,75.0,71.0,74.0,73.0,72.0,72.0,75.0,73.0,72.0,74.0,73.0,74.29268292682927,74.29268292682927,74.29268292682927,74.29268292682927,74.29268292682927,74.29268292682927,74.29268292682927,74.29268292682927,74.0,68.0,73.0,74.0,72.0,68.0,69.0,74.29268292682927,74.0,74.0,75.0,72.0,76.0,74.29268292682927,76.0,74.29268292682927,74.29268292682927,74.29268292682927,74.29268292682927,,,,,,,,,,,,,
Aug_Depart_11,1.0,1.0,1.0,1.875,2.0,-4.0,1.875,1.875,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,1.0,2.0,1.875,1.875,0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0,1.0,-1.0,0.0,0.0,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.875,1.0,1.0,0.0,0.0,1.0,0.0,1.875,-0.0,-0.0,-0.0,-2.0,0.0,1.875,68.0,1.875,1.875,1.875,1.875,1.875,,,,,,,,,,,,,
Sep_Temp_11,72.0,72.0,72.0,66.76190476190476,72.0,66.0,66.76190476190476,66.76190476190476,68.0,73.0,70.0,69.0,70.0,69.0,73.0,70.0,70.0,73.0,70.0,71.0,66.76190476190476,66.76190476190476,70.0,65.0,68.0,66.0,66.0,67.0,68.0,67.0,66.0,68.0,67.0,66.76190476190476,66.76190476190476,66.76190476190476,66.76190476190476,66.76190476190476,66.76190476190476,66.76190476190476,66.76190476190476,68.0,62.0,67.0,68.0,66.0,62.0,0.0,60.0,69.0,68.0,69.0,65.0,71.0,66.76190476190476,71.0,66.76190476190476,66.76190476190476,66.76190476190476,66.76190476190476,,,,,,,,,,,,,
Sep_Depart_11,1.0,4.0,2.0,2.7804878048780486,4.0,-3.0,2.7804878048780486,2.7804878048780486,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,2.7804878048780486,2.7804878048780486,1.0,1.0,-0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.7804878048780486,3.0,1.0,2.0,-1.0,1.0,2.7804878048780486,64.0,2.7804878048780486,2.7804878048780486,2.7804878048780486,2.7804878048780486,,,,,,,,,,,,,
Oct_Temp_11,61.0,55.0,59.0,55.0,58.0,52.0,59.0,59.0,55.0,60.0,58.0,56.0,56.0,55.0,61.0,56.0,57.0,58.0,56.0,57.0,55.0,55.0,56.0,52.0,56.0,54.0,53.0,54.0,54.0,53.0,52.0,55.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,53.0,49.0,52.0,54.0,52.0,48.0,50.0,47.0,55.0,55.0,56.0,52.0,58.0,55.0,58.0,55.0,55.0,55.0,55.0,,,,,,,,,,,,,
Oct_Depart_11,0.0,0.85,0.85,1.0,-5.0,-0.0,1.0,-1.0,-0.0,1.0,1.0,0.0,-2.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.85,0.85,-1.0,-2.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,0.85,-1.0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.0,-0.0,-2.0,-0.0,-0.0,-1.0,-0.0,0.85,0.0,-0.0,-0.0,-3.0,-0.0,0.85,52.0,0.85,0.85,0.85,0.85,,,,,,,,,,,,,
Nov_Temp_11,53.0,47.476190476190474,0.0,47.476190476190474,52.0,44.0,52.0,52.0,49.0,53.0,51.0,50.0,50.0,50.0,54.0,51.0,50.0,51.0,49.0,51.0,47.476190476190474,47.476190476190474,49.0,48.0,47.0,49.0,46.0,50.0,47.476190476190474,48.0,46.0,48.0,48.0,47.476190476190474,47.476190476190474,47.476190476190474,47.476190476190474,47.476190476190474,47.476190476190474,47.476190476190474,47.476190476190474,47.0,44.0,46.0,46.0,46.0,43.0,44.0,42.0,49.0,49.0,49.0,46.0,51.0,47.476190476190474,51.0,47.476190476190474,47.476190476190474,47.476190476190474,47.476190476190474,,,,,,,,,,,,,
Nov_Depart_11,2.0,3.682926829268293,2.0,3.682926829268293,4.0,-4.0,2.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.682926829268293,3.682926829268293,1.0,4.0,1.0,3.0,2.0,4.0,3.682926829268293,4.0,2.0,3.0,3.0,3.682926829268293,3.682926829268293,3.682926829268293,3.682926829268293,3.682926829268293,3.682926829268293,3.682926829268293,3.682926829268293,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.682926829268293,3.0,3.0,3.0,0.0,2.0,3.682926829268293,47.0,3.682926829268293,3.682926829268293,3.682926829268293,3.682926829268293,,,,,,,,,,,,,
Dec_Temp_11,48.0,40.69047619047619,45.0,40.69047619047619,45.0,35.0,45.0,45.0,41.0,46.0,44.0,42.0,41.0,41.0,47.0,42.0,43.0,42.0,41.0,42.0,40.69047619047619,40.69047619047619,41.0,39.0,39.0,41.0,38.0,41.0,40.0,40.0,37.0,40.0,40.0,40.69047619047619,40.69047619047619,40.69047619047619,40.69047619047619,40.69047619047619,40.69047619047619,40.69047619047619,40.69047619047619,38.0,34.0,40.69047619047619,39.0,37.0,33.0,35.0,32.0,41.0,41.0,41.0,37.0,45.0,40.69047619047619,45.0,40.69047619047619,40.69047619047619,40.69047619047619,40.69047619047619,,,,,,,,,,,,,
Dec_Depart_11,6.0,5.25,5.25,6.0,-5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.25,5.25,5.0,4.0,4.0,6.0,5.0,4.0,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,4.0,5.25,3.0,2.0,5.25,5.0,5.0,4.0,1.0,5.25,41.0,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,,,,,,,,,,,,,
Ann_Temp_11,36.77777777777778,36.77777777777778,5.0,36.77777777777778,59.0,49.0,36.77777777777778,36.77777777777778,56.0,5.0,58.0,57.0,57.0,57.0,7.0,56.0,58.0,3.0,57.0,58.0,36.77777777777778,36.77777777777778,3.0,36.77777777777778,3.0,5.0,53.0,5.0,36.77777777777778,55.0,4.0,36.77777777777778,54.0,36.77777777777778,36.77777777777778,36.77777777777778,36.77777777777778,36.77777777777778,36.77777777777778,36.77777777777778,36.77777777777778,3.0,49.0,55.0,4.0,53.0,49.0,4.0,36.77777777777778,56.0,55.0,56.0,53.0,5.0,36.77777777777778,58.0,36.77777777777778,36.77777777777778,36.77777777777778,36.77777777777778,,,,,,,,,,,,,
Ann_Depart_11,2.0,2.0,-79.0,18.0,0.0,29.0,2.0,2.0,1.0,0.0,3.0,2.0,35.0,6.0,0.0,1.0,0.0,2.0,14.0,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,2.0,2.0,23.0,1.0,2.0,1.0,-11.0,2.0,639.0,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,25.035714285714285,,,,,,,,,,,,,
Jan_Temp_12,36.0,36.0,36.0,36.0,41.0,41.0,40.0,40.0,37.0,40.0,39.0,38.0,37.0,37.0,42.0,37.0,38.0,38.0,37.0,38.0,36.0,34.0,35.0,35.0,36.0,34.0,36.0,35.0,35.0,33.0,36.0,35.0,34.0,29.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,34.0,32.0,30.0,31.0,28.0,30.0,36.0,35.0,37.0,36.0,40.0,36.0,40.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,
Jan_Depart_12,5.0,5.0,6.909090909090909,5.0,6.909090909090909,6.909090909090909,5.0,6.909090909090909,4.0,3.0,6.909090909090909,4.0,6.909090909090909,5.0,5.0,5.0,6.909090909090909,5.0,6.909090909090909,4.0,6.909090909090909,3.0,6.909090909090909,6.909090909090909,5.0,6.909090909090909,6.909090909090909,4.0,6.909090909090909,4.0,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,3.0,6.909090909090909,5.0,6.909090909090909,27.0,6.909090909090909,6.909090909090909,5.0,4.0,6.909090909090909,6.909090909090909,37.0,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,6.909090909090909,,,,,,,,,,,,,,
Feb_Temp_12,39.857142857142854,44.0,43.0,43.0,42.0,43.0,43.0,43.0,40.0,43.0,42.0,41.0,40.0,41.0,45.0,42.0,42.0,43.0,41.0,42.0,39.0,39.857142857142854,39.0,39.857142857142854,39.0,38.0,40.0,39.0,38.0,39.857142857142854,39.0,39.0,39.0,33.0,39.857142857142854,39.857142857142854,39.857142857142854,39.857142857142854,39.857142857142854,39.857142857142854,39.857142857142854,39.857142857142854,39.0,37.0,32.0,35.0,32.0,33.0,39.0,39.0,40.0,39.0,42.0,39.857142857142854,42.0,39.857142857142854,39.857142857142854,39.857142857142854,39.857142857142854,,,,,,,,,,,,,,
Feb_Depart_12,5.0,4.0,7.521739130434782,4.0,5.0,7.521739130434782,6.0,7.521739130434782,7.521739130434782,5.0,7.521739130434782,5.0,4.0,7.521739130434782,5.0,7.521739130434782,7.0,5.0,6.0,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,3.0,7.521739130434782,7.521739130434782,5.0,7.521739130434782,4.0,5.0,7.521739130434782,6.0,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,5.0,7.521739130434782,6.0,7.521739130434782,30.0,7.521739130434782,7.521739130434782,5.0,5.0,7.521739130434782,7.521739130434782,38.0,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,7.521739130434782,,,,,,,,,,,,,,
Mar_Temp_12,52.0,51.72727272727273,54.0,55.0,54.0,54.0,55.0,55.0,52.0,54.0,53.0,53.0,52.0,54.0,57.0,54.0,54.0,55.0,52.0,54.0,50.0,51.72727272727273,51.0,50.0,52.0,50.0,51.0,52.0,52.0,51.72727272727273,50.0,51.0,52.0,47.0,49.0,51.72727272727273,51.72727272727273,51.72727272727273,51.72727272727273,51.72727272727273,51.72727272727273,51.72727272727273,51.0,50.0,47.0,47.0,46.0,47.0,51.0,50.0,51.0,50.0,53.0,51.72727272727273,53.0,51.72727272727273,51.72727272727273,51.72727272727273,51.72727272727273,,,,,,,,,,,,,,
Mar_Depart_12,9.0,11.833333333333334,8.0,11.833333333333334,8.0,9.0,11.833333333333334,9.0,11.833333333333334,11.833333333333334,8.0,11.833333333333334,8.0,8.0,11.833333333333334,9.0,11.833333333333334,11.0,9.0,10.0,11.833333333333334,11.833333333333334,11.833333333333334,8.0,11.833333333333334,7.0,11.833333333333334,11.833333333333334,10.0,11.833333333333334,7.0,8.0,11.833333333333334,12.0,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,9.0,11.833333333333334,10.0,11.833333333333334,43.0,11.833333333333334,11.833333333333334,8.0,8.0,11.833333333333334,11.833333333333334,48.0,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,11.833333333333334,,,,,,,,,,,,,,
Apr_Temp_12,66.0,55.0,56.0,56.0,56.0,58.0,56.0,56.0,53.0,57.0,55.0,55.0,54.0,55.0,59.0,56.0,55.0,57.0,54.0,56.0,53.0,53.32608695652174,51.0,53.0,52.0,51.0,52.0,53.0,53.0,49.0,51.0,52.0,53.0,47.0,50.0,53.32608695652174,53.32608695652174,53.32608695652174,53.32608695652174,53.32608695652174,53.32608695652174,53.32608695652174,52.0,51.0,46.0,48.0,45.0,46.0,52.0,52.0,53.0,53.0,55.0,53.32608695652174,55.0,53.32608695652174,53.32608695652174,53.32608695652174,53.32608695652174,,,,,,,,,,,,,,
Apr_Depart_12,14.0,1.0,5.25,2.0,4.0,5.25,2.0,5.25,5.25,1.0,5.25,0.0,0.0,5.25,1.0,5.25,3.0,1.0,2.0,5.25,5.25,5.25,0.0,5.25,-1.0,5.25,5.25,1.0,5.25,-1.0,-0.0,5.25,2.0,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.0,5.25,1.0,5.25,42.0,5.25,5.25,1.0,0.0,5.25,5.25,50.0,5.25,5.25,5.25,5.25,5.25,,,,,,,,,,,,,,
May_Temp_12,65.31818181818181,0.0,68.0,68.0,69.0,69.0,69.0,69.0,65.31818181818181,69.0,69.0,69.0,68.0,69.0,73.0,69.0,68.0,70.0,68.0,69.0,67.0,65.31818181818181,64.0,66.0,66.0,66.0,65.0,68.0,67.0,65.0,66.0,66.0,68.0,62.0,66.0,65.31818181818181,65.31818181818181,65.31818181818181,65.31818181818181,65.31818181818181,65.31818181818181,65.31818181818181,67.0,66.0,62.0,63.0,61.0,62.0,66.0,65.0,67.0,66.0,67.0,65.31818181818181,67.0,65.31818181818181,65.31818181818181,65.31818181818181,65.31818181818181,,,,,,,,,,,,,,
May_Depart_12,6.0,4.0,9.208333333333334,5.0,6.0,9.208333333333334,5.0,9.208333333333334,9.208333333333334,5.0,9.208333333333334,5.0,4.0,9.208333333333334,4.0,9.208333333333334,6.0,5.0,6.0,9.208333333333334,9.208333333333334,9.208333333333334,3.0,9.208333333333334,3.0,9.208333333333334,9.208333333333334,6.0,9.208333333333334,3.0,4.0,9.208333333333334,6.0,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,5.0,9.208333333333334,6.0,9.208333333333334,56.0,9.208333333333334,9.208333333333334,4.0,3.0,9.208333333333334,9.208333333333334,61.0,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,9.208333333333334,,,,,,,,,,,,,,
Jun_Temp_12,73.0,73.0,73.0,72.0,73.0,73.0,74.0,74.0,70.0,74.0,72.0,73.0,72.0,72.0,78.0,74.0,73.0,75.0,72.0,74.0,72.0,70.75555555555556,70.75555555555556,69.0,69.0,69.0,69.0,71.0,70.0,67.0,70.0,69.0,70.0,64.0,68.0,70.75555555555556,70.75555555555556,70.75555555555556,70.75555555555556,70.75555555555556,70.75555555555556,70.75555555555556,70.0,68.0,65.0,65.0,61.0,64.0,70.0,71.0,72.0,71.0,73.0,70.75555555555556,73.0,70.75555555555556,70.75555555555556,70.75555555555556,70.75555555555556,,,,,,,,,,,,,,
Jun_Depart_12,3.0,1.0,0.0,5.16,1.0,1.0,5.16,1.0,5.16,5.16,0.0,5.16,0.0,-0.0,5.16,1.0,5.16,1.0,1.0,1.0,5.16,5.16,5.16,-2.0,5.16,-1.0,5.16,5.16,0.0,5.16,-1.0,-0.0,5.16,0.0,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,0.0,5.16,-0.0,5.16,57.0,5.16,5.16,0.0,0.0,5.16,5.16,65.0,5.16,5.16,5.16,5.16,5.16,,,,,,,,,,,,,,
Jul_Temp_12,78.83720930232558,82.0,81.0,81.0,82.0,82.0,82.0,82.0,78.0,83.0,81.0,81.0,79.0,81.0,86.0,81.0,81.0,82.0,81.0,81.0,79.0,78.83720930232558,78.83720930232558,77.0,76.0,76.0,77.0,79.0,77.0,75.0,78.0,77.0,79.0,72.0,76.0,78.83720930232558,78.83720930232558,78.83720930232558,78.83720930232558,78.83720930232558,78.83720930232558,78.83720930232558,78.83720930232558,76.0,72.0,74.0,70.0,72.0,79.0,80.0,80.0,80.0,81.0,78.83720930232558,81.0,78.83720930232558,78.83720930232558,78.83720930232558,78.83720930232558,,,,,,,,,,,,,,
Jul_Depart_12,5.0,4.0,8.791666666666666,5.0,5.0,8.791666666666666,4.0,8.791666666666666,8.791666666666666,4.0,8.791666666666666,2.0,3.0,8.791666666666666,3.0,8.791666666666666,4.0,5.0,4.0,8.791666666666666,8.791666666666666,8.791666666666666,1.0,8.791666666666666,1.0,8.791666666666666,8.791666666666666,3.0,8.791666666666666,2.0,2.0,8.791666666666666,3.0,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,3.0,8.791666666666666,4.0,8.791666666666666,65.0,8.791666666666666,8.791666666666666,3.0,3.0,8.791666666666666,8.791666666666666,73.0,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,8.791666666666666,,,,,,,,,,,,,,
Aug_Temp_12,74.86363636363636,76.0,76.0,77.0,78.0,77.0,78.0,78.0,74.0,78.0,76.0,77.0,76.0,77.0,82.0,78.0,78.0,79.0,77.0,78.0,76.0,74.86363636363636,75.0,74.0,74.0,72.0,74.86363636363636,75.0,73.0,71.0,75.0,74.0,74.0,68.0,73.0,74.86363636363636,74.86363636363636,74.86363636363636,74.86363636363636,74.86363636363636,74.86363636363636,74.86363636363636,74.0,72.0,67.0,68.0,65.0,67.0,75.0,76.0,76.0,76.0,77.0,74.86363636363636,77.0,74.86363636363636,74.86363636363636,74.86363636363636,74.86363636363636,,,,,,,,,,,,,,
Aug_Depart_12,1.0,1.0,6.5,3.0,2.0,6.5,2.0,6.5,6.5,2.0,6.5,1.0,1.0,6.5,1.0,6.5,3.0,3.0,2.0,6.5,6.5,6.5,-0.0,6.5,-0.0,6.5,6.5,0.0,6.5,1.0,0.0,6.5,0.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,1.0,6.5,0.0,6.5,60.0,6.5,6.5,1.0,1.0,6.5,6.5,70.0,6.5,6.5,6.5,6.5,6.5,,,,,,,,,,,,,,
Sep_Temp_12,67.04761904761905,67.04761904761905,68.0,70.0,70.0,69.0,69.0,69.0,66.0,72.0,69.0,69.0,69.0,69.0,74.0,70.0,69.0,71.0,69.0,70.0,68.0,67.04761904761905,66.0,66.0,66.0,64.0,66.0,67.04761904761905,66.0,64.0,67.04761904761905,66.0,66.0,61.0,65.0,67.04761904761905,67.04761904761905,67.04761904761905,67.04761904761905,67.04761904761905,67.04761904761905,67.04761904761905,67.0,65.0,61.0,62.0,58.0,60.0,67.0,67.0,68.0,67.0,69.0,67.04761904761905,69.0,67.04761904761905,67.04761904761905,67.04761904761905,67.04761904761905,,,,,,,,,,,,,,
Sep_Depart_12,-0.0,5.636363636363637,1.0,0.0,5.636363636363637,0.0,5.636363636363637,5.636363636363637,1.0,5.636363636363637,0.0,-0.0,5.636363636363637,1.0,5.636363636363637,2.0,1.0,2.0,5.636363636363637,5.636363636363637,5.636363636363637,-1.0,5.636363636363637,-1.0,5.636363636363637,5.636363636363637,0.0,5.636363636363637,5.636363636363637,-0.0,5.636363636363637,1.0,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,1.0,5.636363636363637,0.0,5.636363636363637,54.0,5.636363636363637,5.636363636363637,0.0,0.0,5.636363636363637,5.636363636363637,62.0,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,5.636363636363637,,,,,,,,,,,,,,
Oct_Temp_12,56.36585365853659,56.36585365853659,60.0,56.36585365853659,61.0,61.0,59.0,59.0,56.0,61.0,58.0,58.0,57.0,56.0,62.0,58.0,58.0,60.0,57.0,58.0,57.0,56.36585365853659,56.0,55.0,56.0,54.0,55.0,56.0,56.0,52.0,56.36585365853659,55.0,54.0,50.0,54.0,56.36585365853659,56.36585365853659,56.36585365853659,56.36585365853659,56.36585365853659,56.36585365853659,56.36585365853659,54.0,53.0,49.0,56.36585365853659,48.0,49.0,57.0,57.0,58.0,57.0,60.0,56.36585365853659,60.0,56.36585365853659,56.36585365853659,56.36585365853659,56.36585365853659,,,,,,,,,,,,,,
Oct_Depart_12,2.0,5.761904761904762,3.0,2.0,5.761904761904762,1.0,5.761904761904762,5.761904761904762,1.0,5.761904761904762,1.0,-0.0,5.761904761904762,1.0,5.761904761904762,3.0,2.0,2.0,5.761904761904762,5.761904761904762,5.761904761904762,0.0,5.761904761904762,-0.0,5.761904761904762,5.761904761904762,1.0,5.761904761904762,5.761904761904762,0.0,5.761904761904762,1.0,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,0.0,5.761904761904762,5.761904761904762,5.761904761904762,44.0,5.761904761904762,5.761904761904762,2.0,1.0,5.761904761904762,5.761904761904762,54.0,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,5.761904761904762,,,,,,,,,,,,,,
Nov_Temp_12,41.604651162790695,41.604651162790695,45.0,45.0,46.0,45.0,44.0,44.0,42.0,46.0,44.0,42.0,43.0,42.0,48.0,44.0,44.0,44.0,42.0,44.0,43.0,41.604651162790695,40.0,40.0,41.0,40.0,42.0,41.0,41.0,37.0,41.604651162790695,40.0,41.0,36.0,39.0,41.604651162790695,41.604651162790695,41.604651162790695,41.604651162790695,41.604651162790695,41.604651162790695,41.604651162790695,41.0,39.0,35.0,37.0,34.0,35.0,41.0,42.0,42.0,42.0,43.0,41.604651162790695,43.0,41.604651162790695,41.604651162790695,41.604651162790695,41.604651162790695,,,,,,,,,,,,,,
Nov_Depart_12,-4.0,0.45454545454545453,-2.0,-3.0,0.45454545454545453,-3.0,0.45454545454545453,0.45454545454545453,-3.0,0.45454545454545453,-3.0,-4.0,0.45454545454545453,-2.0,0.45454545454545453,-2.0,-3.0,-2.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,-4.0,0.45454545454545453,-4.0,0.45454545454545453,0.45454545454545453,-3.0,0.45454545454545453,0.45454545454545453,-4.0,0.45454545454545453,-2.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,-2.0,0.45454545454545453,-3.0,0.45454545454545453,31.0,0.45454545454545453,0.45454545454545453,-3.0,-3.0,0.45454545454545453,0.45454545454545453,38.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,,,,,,,,,,,,,,
Dec_Temp_12,41.15,41.15,46.0,45.0,46.0,46.0,44.0,44.0,41.0,45.0,43.0,42.0,42.0,42.0,47.0,42.0,43.0,43.0,42.0,43.0,41.0,41.15,41.15,39.0,40.0,39.0,41.0,40.0,40.0,36.0,41.15,40.0,38.0,34.0,38.0,41.15,41.15,41.15,41.15,41.15,41.15,41.15,39.0,38.0,36.0,41.15,34.0,35.0,41.15,41.0,42.0,41.0,44.0,41.15,44.0,41.15,41.15,41.15,41.15,,,,,,,,,,,,,,
Dec_Depart_12,6.0,6.0,8.0,5.0,8.0,5.0,8.0,5.0,4.0,8.0,4.0,8.0,5.0,5.0,8.0,8.0,4.0,3.0,5.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,32.0,8.0,5.0,5.0,8.0,8.0,40.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,
